9	9	9	9	9	9	9	9	9	9	9	9	9	16	16	8	8	8	8	8	8	8	8	16	8	8	15	15	15	15	15	15	15	16	16	15	15	15	15	15	15	15	8	16	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9	9	9	9	9	16	16	8	8	8	8	8	8	16	16	16	8	8	8	8	8	8	8	15	15	16	16	8	8	8	8	8	8	8	16	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	8	8	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	9	9	9	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	16	4	4	4	4	4	4	16	16	16	16	4	4	4	4	4	4	4	4	4	4	4	16	16	16	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9	9	9	9       
9	9	9	9	9	9	9	9	9	16	4	4	4	4	4	4	4	4	16	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9	9	9	9        
9	9	9	9	9	9	9	9	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	9	9	9	9	9	9	9
9	9	9	9	9	9	9	9	16	4	4	4	4	4	4	4	4	16	16	16	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9	9	9
9	9	9	9	9	9	9	9	16	4	4	4	4	4	4	4	4	16	16	16	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9	9	9
9	9	9	9	9	9	9	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	9	9	9	9	9	9
9	9	9	9	9	9	9	16	4	4	4	4	4	4	4	4	4	16	16	16	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9	9
9	9	9	9	9	9	9	16	4	4	4	4	4	4	4	4	4	16	16	16	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9	9
9	9	9	9	9	9	9	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	9	9	9	9	9	9
9	9	9	9	9	9	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9
9	9	9	9	9	9	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9
9	9	9	9	9	9	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	9	9	9	9	9
9	9	9	9	9	9	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9
9	9	9	9	9	9	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9
9	9	9	9	9	9	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9	9	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9	9	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	9	9	9	9	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9	9	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9	9	16	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	16	9	9	9	9	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9	9	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	9	9	9	9	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
